Number,Inserted,Space,Time
126,6.50117e+09,172965404672,30.064
125,6.44874e+09,173017886720,29.355
124,6.39631e+09,173070368768,29.7859
123,6.34388e+09,173122850816,30.1472
122,6.29146e+09,173175332864,29.972
121,6.23903e+09,173227814912,29.7775
120,6.1866e+09,173280296960,28.8102
119,6.13417e+09,173332779008,29.4278
118,6.08174e+09,173385261056,29.5673
117,6.02931e+09,173437743104,28.4033
116,5.97688e+09,173490225152,28.285
115,5.92445e+09,173542707200,28.3091
114,5.87203e+09,173595189248,28.5687
113,5.8196e+09,173647671296,28.7691
112,5.76717e+09,173700153344,28.6762
111,5.71474e+09,173752635392,28.4569
110,5.66231e+09,173805117440,26.8142
109,5.60988e+09,173857599488,27.149
108,5.55745e+09,173910081536,27.5529
107,5.50502e+09,173962563584,27.1735
106,5.4526e+09,174015045632,27.0131
105,5.40017e+09,174067527680,26.6097
